player_id,player_name,player_display_name,position,position_group,headshot_url,season,season_type,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards,fantasy_points,fantasy_points_ppr
00-0026364,St.Johnson,Steve Johnson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vlyzq1v53slatimy6v5q",2012,REG,BUF,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,148,1046,6,1,1,1533,365,52,19.393038801388137,0,43,21,12,2,0.6823222439660795,0.2907662082514735,0.3859516616314199,0.7063154755192042,0,2,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,25,1,0,0,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,138.60000000000002,217.60000000000002
00-0026366,C.Schilens,Chaz Schilens,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wwqcdxs7wvbxeu749y0r",2012,REG,NYJ,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,41,289,2,1,1,420,49,16,5.063176411315284,0,13,5,3,0,0.6880952380952381,0.08401639344262295,0.09549795361527967,0.19287315769463018,0,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,38.900000000000006,66.9
00-0026367,P.Hillis,Peyton Hillis,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uy3jtiwamtomkrodvnl9",2012,REG,KC,13,0,1,0,0,0,0,0,0,0,1,0,0,-1.5722928661651876,-72.03298211097717,0,0.0,0,0,0,0,85,309,1,2,2,19,-10.907187777084474,0,8,7,0,0,10,14,62,0,0,0,-13,74,2,-3.8955365413107144,0,2,0,0,0,-4.769230769230769,0.030042918454935622,-0.003317172748150038,0.042742356758698405,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,2,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,39.1,49.1
00-0026369,C.Williams,Cary Williams,CB,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iht8sg6tk9iejlud3bqf",2012,REG,BAL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,61,6,8,2,10,0,1.0,9.0,1,4,90,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026370,K.Dunlap,King Dunlap,OT,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/znuiqvbglyhrqfvrxn7v",2012,REG,PHI,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026373,J.Forsett,Justin Forsett,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o86dvbcs8dcubcpj6fnu",2012,REG,HOU,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,63,374,1,0,0,14,3.9921266171731986,0,10,6,3,1,3,5,38,0,0,0,-12,43,2,1.0759572010720149,0,2,1,0,0,-3.1666666666666665,0.009107468123861567,-0.0027180067950169874,0.01175859742928046,0,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,47.2,50.2
00-0026382,R.Jackson,Rob Jackson,OLB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lzg4ow0jwy72jv1rbr0o",2012,REG,WAS,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,19,7,10,5,28,2,4.5,22.0,5,4,19,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026390,M.Bernadeau,Mackenzy Bernadeau,G,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cwmpqlsdr6plcidb9be7",2012,REG,DAL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026393,M.Reece,Marcel Reece,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqy3arwxgk4lwh3pfrr3",2012,REG,LV,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,59,271,0,1,0,16,-3.909540672582807,0,7,6,0,0,52,73,496,1,1,0,345,325,21,15.428421636314795,0,17,8,7,1,1.4376811594202898,0.11698717948717949,0.06509433962264151,0.22104680696661827,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,3,20,1,1,1,2,0,0,0,1,36,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,82.7,134.7
00-0026407,J.McClain,Jameel McClain,MLB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/empafaldqhprhe5lh9un",2012,REG,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,44,13,22,4,4,0,0.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026408,J.Reitz,Joe Reitz,OT,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u3fi3sbxkclnconzxsyx",2012,REG,IND,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026417,J.Nading,Jesse Nading,LB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xfplmre0xkruqxncfsjd",2012,REG,HOU,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,9,1,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026432,L.Ball,Lance Ball,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tlm3fe0dno1idgrjjoxa",2012,REG,DEN,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,42,158,1,0,0,10,-8.68890024785947,0,7,4,1,0,7,11,61,1,1,1,58,41,4,-3.578102549491845,0,3,1,0,0,1.0517241379310345,0.018835616438356163,0.01187308085977482,0.036564581259376616,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,31.900000000000006,38.900000000000006
00-0026465,A.Armstrong,Anthony Armstrong,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xakb7zm1f3etsnshhaiw",2012,REG,MIA,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,9,12,0,0,0,107,3,0,-4.806849356449675,0,0,0,0,0,0.11214953271028037,0.018,0.024648698456576825,0.04425408891960377,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1.2000000000000002,4.2
00-0026486,K.Onatolu,Kenny Onatolu,LB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfpmvyylu96nuie4ujpo",2012,REG,CAR,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,2,0,3,1,18,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026491,S.Logan,Stefan Logan,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nsjznm0rgyybv8rixbkm",2012,REG,DET,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,3,17,0,0,0,1,0.13725136476568878,0,1,1,0,0,6,7,28,0,0,0,6,26,2,1.1278786821640097,0,1,0,0,0,4.666666666666667,0.009589041095890411,0.0009290802105915144,0.015033917791249676,0,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,2,20,1,5,1,6,2,33,300,28,597,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,4.5,10.5
00-0026493,T.Purdum,Tanner Purdum,LS,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgiug1wama4nukbowp6a",2012,REG,NYJ,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,2,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026498,M.Stafford,Matthew Stafford,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jwpkjfrkzufdyh8u1mg7",2012,REG,DET,16,435,727,4967,20,17,29,-212,3,3,6317,2048,264,33.49472258084128,-2.5443931994830002,1,0.786290960899161,209,104,63,9,35,126,4,3,1,11,4.277377952412651,0,3,0,0,0,1,1,3,0,0,0,1,2,0,-0.39700027578510344,0,0,0,0,0,3.0,0.0013698630136986301,0.0001548467017652524,0.002163187211783622,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-7,0,0,0,2,20,2,4,0,6,4,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,275.58,276.58
00-0026500,M.Slauson,Matt Slauson,G,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oilqzwvf5kwhgq3kgpsz",2012,REG,NYJ,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026502,R.Jean Francois,Ricky Jean Francois,DT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r883sdq7hjifsn8hdzl4",2012,REG,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,11,1,10,4,19,0,2.0,16.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026512,C.Baker,Chris Baker,DT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e9iw0thaaotdo2zku9vd",2012,REG,WAS,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,6,2,7,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026515,T.Carter,Tony Carter,DB,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvrkcdo7e3bq2vajdku8",2012,REG,DEN,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,22,1,4,0,0,0,0.0,0.0,0,2,55,11,1,0,0,0,0,0,0,0,0,1,0,1,65,1,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026516,B.Colquitt,Britton Colquitt,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fih0fomatqdzjicowoze",2012,REG,DEN,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,67,0,67.0,3105,27,3,10,4,17,33,203,0,2822,0.0,0.0
00-0026519,D.Johnson,Domonique Johnson,DB,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fvsypuynnko6taecxtvl",2012,REG,WAS,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,7,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026533,D.Bryant,Desmond Bryant,DE,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d1uyp52fynbbzwalxo2y",2012,REG,LV,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,20,6,10,8,24,1,4.0,25.0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026541,A.Dixon,Antonio Dixon,DT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r5k039t16jbgukqifirx",2012,REG,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,3,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026544,C.Daniel,Chase Daniel,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jt8fvgeyuhsbpo9m9t4x",2012,REG,NO,1,1,1,10,0,0,0,0,0,0,5,5,1,1.4674322715727612,32.347750663757324,0,2.0,1,0,0,0,3,17,0,0,0,1,-1.8780410143663175,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2.1,2.1
00-0026556,M.Rivera,Mike Rivera,MLB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jjwufniokyekyd1ifuc9",2012,REG,NE,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,6,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026557,W.Ta'ufo'ou,Will Ta'ufo'ou,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y2jgsx96leqe494v57ix",2012,REG,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,5,0,0,0,1,4,0,0.023901720996946096,0,0,0,0,0,5.0,0.0017241379310344827,0.00020016012810248197,0.0027263189862234615,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.5,1.5
00-0026561,R.Foster,Ramon Foster,G,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/znmbx2dptq9o9k0b3ql9",2012,REG,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026564,S.McLendon,Steve McLendon,NT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bt0l6ltdi7h2dtahm3xh",2012,REG,PIT,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,4,0,3,2,4,1,2.0,7.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026566,I.Redman,Isaac Redman,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/svi7b7k4qxjctrtwj2uj",2012,REG,PIT,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,110,410,2,2,2,27,-15.356374286559761,0,11,7,3,0,19,23,244,0,1,1,51,199,10,8.522513250073121,0,11,3,2,1,4.784313725490196,0.04085257548845471,0.010305112143867447,0.06849244173338928,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,71.4,90.4
00-0026574,D.Reynolds,Dallas Reynolds,C,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjjytpfwobnejnf83b6w",2012,REG,PHI,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,1,5,0,1,0,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
00-0026577,M.Thigpen,Marcus Thigpen,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjyhu6hejsynzkfiayqm",2012,REG,MIA,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,1,8,0,0,0,1,0.8506295023253188,0,0,0,0,0,1,2,15,0,0,0,33,3,1,1.5468260757625103,0,1,0,0,0,0.45454545454545453,0.004,0.007601935038009675,0.011321354526606773,2,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,1,1,26,316,38,1040,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,14.3,15.3
